date,product,demand,price,day_of_week,month,is_weekend,promotion
2011-02-19,Accessories & Fashion,0,2.77,5,2,1,0
2011-02-20,Accessories & Fashion,548,3.18,6,2,1,0
2011-02-21,Accessories & Fashion,979,2.86,0,2,0,0
2011-02-22,Accessories & Fashion,1216,3.21,1,2,0,0
2011-02-23,Accessories & Fashion,538,3.24,2,2,0,0
2011-02-24,Accessories & Fashion,566,3.04,3,2,0,0
2011-02-25,Accessories & Fashion,889,3.06,4,2,0,0
2011-02-26,Accessories & Fashion,0,3.06,5,2,1,0
2011-02-27,Accessories & Fashion,69,2.78,6,2,1,0
2011-02-28,Accessories & Fashion,715,3.49,0,2,0,0
2011-03-01,Accessories & Fashion,806,2.83,1,3,0,0
2011-03-02,Accessories & Fashion,615,2.37,2,3,0,0
2011-03-03,Accessories & Fashion,1122,2.81,3,3,0,0
2011-03-04,Accessories & Fashion,965,2.77,4,3,0,0
2011-03-05,Accessories & Fashion,0,2.77,5,3,1,0
2011-03-06,Accessories & Fashion,140,2.43,6,3,1,0
2011-03-07,Accessories & Fashion,1364,3.3,0,3,0,0
2011-03-08,Accessories & Fashion,751,2.5,1,3,0,0
2011-03-09,Accessories & Fashion,755,2.98,2,3,0,0
2011-03-10,Accessories & Fashion,801,2.93,3,3,0,0
2011-03-11,Accessories & Fashion,433,2.5,4,3,0,0
2011-03-12,Accessories & Fashion,0,2.5,5,3,1,0
2011-03-13,Accessories & Fashion,334,1.91,6,3,1,0
2011-03-14,Accessories & Fashion,764,2.1,0,3,0,0
2011-03-15,Accessories & Fashion,466,3.37,1,3,0,0
2011-03-16,Accessories & Fashion,1292,2.87,2,3,0,0
2011-03-17,Accessories & Fashion,5616,2.56,3,3,0,1
2011-03-18,Accessories & Fashion,1363,3.33,4,3,0,0
2011-03-19,Accessories & Fashion,0,3.33,5,3,1,0
2011-03-20,Accessories & Fashion,529,2.97,6,3,1,0
2011-03-21,Accessories & Fashion,643,2.4,0,3,0,0
2011-03-22,Accessories & Fashion,720,3.26,1,3,0,0
2011-03-23,Accessories & Fashion,1568,3.39,2,3,0,0
2011-03-24,Accessories & Fashion,832,2.81,3,3,0,0
2011-03-25,Accessories & Fashion,1462,3.22,4,3,0,0
2011-03-26,Accessories & Fashion,0,3.22,5,3,1,0
2011-03-27,Accessories & Fashion,123,3.48,6,3,1,0
2011-03-28,Accessories & Fashion,1140,2.99,0,3,0,0
2011-03-29,Accessories & Fashion,3261,3.42,1,3,0,0
2011-03-30,Accessories & Fashion,956,2.78,2,3,0,0
2011-03-31,Accessories & Fashion,976,3.99,3,3,0,0
2011-04-01,Accessories & Fashion,504,3.58,4,4,0,0
2011-04-02,Accessories & Fashion,0,3.58,5,4,1,0
2011-04-03,Accessories & Fashion,244,2.09,6,4,1,0
2011-04-04,Accessories & Fashion,786,2.57,0,4,0,0
2011-04-05,Accessories & Fashion,799,2.27,1,4,0,0
2011-04-06,Accessories & Fashion,335,2.93,2,4,0,0
2011-04-07,Accessories & Fashion,486,2.58,3,4,0,0
2011-04-08,Accessories & Fashion,518,3.66,4,4,0,0
2011-04-09,Accessories & Fashion,0,3.66,5,4,1,0
2011-04-10,Accessories & Fashion,289,3.84,6,4,1,0
2011-04-11,Accessories & Fashion,494,2.15,0,4,0,0
2011-04-12,Accessories & Fashion,553,2.65,1,4,0,0
2011-04-13,Accessories & Fashion,1451,2.8,2,4,0,0
2011-04-14,Accessories & Fashion,1517,2.32,3,4,0,0
2011-04-15,Accessories & Fashion,731,3.94,4,4,0,0
2011-04-16,Accessories & Fashion,0,3.94,5,4,1,0
2011-04-17,Accessories & Fashion,372,3.35,6,4,1,0
2011-04-18,Accessories & Fashion,1117,3.41,0,4,0,0
2011-04-19,Accessories & Fashion,646,2.94,1,4,0,0
2011-04-20,Accessories & Fashion,831,2.81,2,4,0,0
2011-04-21,Accessories & Fashion,1329,3.73,3,4,0,0
2011-04-22,Accessories & Fashion,0,3.73,4,4,0,0
2011-04-23,Accessories & Fashion,0,3.73,5,4,1,0
2011-04-24,Accessories & Fashion,0,3.73,6,4,1,0
2011-04-25,Accessories & Fashion,0,3.73,0,4,0,0
2011-04-26,Accessories & Fashion,641,3.6,1,4,0,0
2011-04-27,Accessories & Fashion,1703,3.15,2,4,0,0
2011-04-28,Accessories & Fashion,749,2.55,3,4,0,0
2011-04-29,Accessories & Fashion,0,2.55,4,4,0,0
2011-04-30,Accessories & Fashion,0,2.55,5,4,1,0
2011-05-01,Accessories & Fashion,316,3.5,6,5,1,0
2011-05-02,Accessories & Fashion,0,3.5,0,5,0,0
2011-05-03,Accessories & Fashion,938,3.26,1,5,0,0
2011-05-04,Accessories & Fashion,1036,2.5,2,5,0,0
2011-05-05,Accessories & Fashion,933,2.65,3,5,0,0
2011-05-06,Accessories & Fashion,882,2.94,4,5,0,0
2011-05-07,Accessories & Fashion,0,2.94,5,5,1,0
2011-05-08,Accessories & Fashion,843,2.74,6,5,1,0
2011-05-09,Accessories & Fashion,1471,2.81,0,5,0,0
2011-05-10,Accessories & Fashion,2169,3.6,1,5,0,0
2011-05-11,Accessories & Fashion,1107,3.16,2,5,0,0
2011-05-12,Accessories & Fashion,2262,2.9,3,5,0,0
2011-05-13,Accessories & Fashion,2127,2.73,4,5,0,0
2011-05-14,Accessories & Fashion,0,2.73,5,5,1,0
2011-05-15,Accessories & Fashion,182,2.21,6,5,1,0
2011-05-16,Accessories & Fashion,1061,3.05,0,5,0,0
2011-05-17,Accessories & Fashion,2250,3.73,1,5,0,0
2011-05-18,Accessories & Fashion,1642,3.79,2,5,0,0
2011-05-19,Accessories & Fashion,1308,3.07,3,5,0,0
2011-05-20,Accessories & Fashion,1183,3.37,4,5,0,0
2011-05-21,Accessories & Fashion,0,3.37,5,5,1,0
2011-05-22,Accessories & Fashion,817,2.62,6,5,1,0
2011-05-23,Accessories & Fashion,1855,3.48,0,5,0,0
2011-05-24,Accessories & Fashion,771,3.27,1,5,0,0
2011-05-25,Accessories & Fashion,1311,2.89,2,5,0,0
2011-05-26,Accessories & Fashion,1697,2.94,3,5,0,0
2011-05-27,Accessories & Fashion,915,3.19,4,5,0,0
2011-05-28,Accessories & Fashion,0,3.19,5,5,1,0
2011-05-29,Accessories & Fashion,129,2.15,6,5,1,0
2011-05-30,Accessories & Fashion,0,2.15,0,5,0,0
2011-05-31,Accessories & Fashion,736,2.96,1,5,0,0
2011-06-01,Accessories & Fashion,976,2.6,2,6,0,0
2011-06-02,Accessories & Fashion,1661,3.37,3,6,0,0
2011-06-03,Accessories & Fashion,302,2.68,4,6,0,0
2011-06-04,Accessories & Fashion,0,2.68,5,6,1,0
2011-06-05,Accessories & Fashion,1312,2.12,6,6,1,0
2011-06-06,Accessories & Fashion,833,2.98,0,6,0,0
2011-06-07,Accessories & Fashion,1635,2.62,1,6,0,0
2011-06-08,Accessories & Fashion,2030,3.0,2,6,0,0
2011-06-09,Accessories & Fashion,2047,2.84,3,6,0,0
2011-06-10,Accessories & Fashion,790,2.86,4,6,0,0
2011-06-11,Accessories & Fashion,0,2.86,5,6,1,0
2011-06-12,Accessories & Fashion,629,2.23,6,6,1,0
2011-06-13,Accessories & Fashion,1048,3.24,0,6,0,0
2011-06-14,Accessories & Fashion,620,3.19,1,6,0,0
2011-06-15,Accessories & Fashion,2192,2.89,2,6,0,0
2011-06-16,Accessories & Fashion,1444,2.45,3,6,0,0
2011-06-17,Accessories & Fashion,641,2.23,4,6,0,0
2011-06-18,Accessories & Fashion,0,2.23,5,6,1,0
2011-06-19,Accessories & Fashion,1027,2.59,6,6,1,0
2011-06-20,Accessories & Fashion,1650,4.47,0,6,0,0
2011-06-21,Accessories & Fashion,1828,2.98,1,6,0,0
2011-06-22,Accessories & Fashion,1893,1.97,2,6,0,0
2011-06-23,Accessories & Fashion,994,2.51,3,6,0,0
2011-06-24,Accessories & Fashion,1206,2.52,4,6,0,0
2011-06-25,Accessories & Fashion,0,2.52,5,6,1,0
2011-06-26,Accessories & Fashion,239,2.87,6,6,1,0
2011-06-27,Accessories & Fashion,856,2.67,0,6,0,0
2011-06-28,Accessories & Fashion,2306,2.47,1,6,0,0
2011-06-29,Accessories & Fashion,1267,2.46,2,6,0,0
2011-06-30,Accessories & Fashion,1363,2.56,3,6,0,0
2011-07-01,Accessories & Fashion,971,2.49,4,7,0,0
2011-07-02,Accessories & Fashion,0,2.49,5,7,1,0
2011-07-03,Accessories & Fashion,449,2.04,6,7,1,0
2011-07-04,Accessories & Fashion,1490,2.49,0,7,0,0
2011-07-05,Accessories & Fashion,1530,3.01,1,7,0,0
2011-07-06,Accessories & Fashion,2329,2.13,2,7,0,0
2011-07-07,Accessories & Fashion,1993,2.48,3,7,0,0
2011-07-08,Accessories & Fashion,1777,3.07,4,7,0,0
2011-07-09,Accessories & Fashion,0,3.07,5,7,1,0
2011-07-10,Accessories & Fashion,205,1.91,6,7,1,0
2011-07-11,Accessories & Fashion,642,2.8,0,7,0,0
2011-07-12,Accessories & Fashion,1237,3.11,1,7,0,0
2011-07-13,Accessories & Fashion,1812,2.15,2,7,0,0
2011-07-14,Accessories & Fashion,1300,2.16,3,7,0,0
2011-07-15,Accessories & Fashion,698,2.62,4,7,0,0
2011-07-16,Accessories & Fashion,0,2.62,5,7,1,0
2011-07-17,Accessories & Fashion,1869,1.81,6,7,1,0
2011-07-18,Accessories & Fashion,1210,3.16,0,7,0,0
2011-07-19,Accessories & Fashion,1754,2.15,1,7,0,0
2011-07-20,Accessories & Fashion,1619,2.47,2,7,0,0
2011-07-21,Accessories & Fashion,1402,2.93,3,7,0,0
2011-07-22,Accessories & Fashion,860,2.35,4,7,0,0
2011-07-23,Accessories & Fashion,0,2.35,5,7,1,0
2011-07-24,Accessories & Fashion,1354,1.89,6,7,1,0
2011-07-25,Accessories & Fashion,1561,2.91,0,7,0,0
2011-07-26,Accessories & Fashion,1502,2.08,1,7,0,0
2011-07-27,Accessories & Fashion,1726,2.49,2,7,0,0
2011-07-28,Accessories & Fashion,1834,2.13,3,7,0,0
2011-07-29,Accessories & Fashion,1059,2.04,4,7,0,0
2011-07-30,Accessories & Fashion,0,2.04,5,7,1,0
2011-07-31,Accessories & Fashion,972,1.62,6,7,1,0
2011-08-01,Accessories & Fashion,1347,2.8,0,8,0,0
2011-08-02,Accessories & Fashion,782,2.3,1,8,0,0
2011-08-03,Accessories & Fashion,953,2.48,2,8,0,0
2011-08-04,Accessories & Fashion,3884,2.67,3,8,0,1
2011-08-05,Accessories & Fashion,1128,2.52,4,8,0,0
2011-08-06,Accessories & Fashion,0,2.52,5,8,1,0
2011-08-07,Accessories & Fashion,486,1.88,6,8,1,0
2011-08-08,Accessories & Fashion,670,2.56,0,8,0,0
2011-08-09,Accessories & Fashion,2478,2.58,1,8,0,0
2011-08-10,Accessories & Fashion,1729,2.86,2,8,0,0
2011-08-11,Accessories & Fashion,2560,2.78,3,8,0,0
2011-08-12,Accessories & Fashion,726,3.69,4,8,0,0
2011-08-13,Accessories & Fashion,0,3.69,5,8,1,0
2011-08-14,Accessories & Fashion,445,1.72,6,8,1,0
2011-08-15,Accessories & Fashion,697,1.95,0,8,0,0
2011-08-16,Accessories & Fashion,751,2.85,1,8,0,0
2011-08-17,Accessories & Fashion,1969,2.37,2,8,0,0
2011-08-18,Accessories & Fashion,1752,3.03,3,8,0,0
2011-08-19,Accessories & Fashion,1363,1.88,4,8,0,0
2011-08-20,Accessories & Fashion,0,1.88,5,8,1,0
2011-08-21,Accessories & Fashion,1172,2.22,6,8,1,0
2011-08-22,Accessories & Fashion,1486,1.96,0,8,0,0
2011-08-23,Accessories & Fashion,989,2.23,1,8,0,0
2011-08-24,Accessories & Fashion,6138,2.01,2,8,0,1
2011-08-25,Accessories & Fashion,921,2.45,3,8,0,0
2011-08-26,Accessories & Fashion,836,2.16,4,8,0,0
2011-08-27,Accessories & Fashion,0,2.16,5,8,1,0
2011-08-28,Accessories & Fashion,350,2.38,6,8,1,0
2011-08-29,Accessories & Fashion,0,2.38,0,8,0,0
2011-08-30,Accessories & Fashion,686,3.45,1,8,0,0
2011-08-31,Accessories & Fashion,1476,3.01,2,8,0,0
2011-09-01,Accessories & Fashion,1996,1.8,3,9,0,0
2011-09-02,Accessories & Fashion,969,2.71,4,9,0,0
2011-09-03,Accessories & Fashion,0,2.71,5,9,1,0
2011-09-04,Accessories & Fashion,728,2.18,6,9,1,0
2011-09-05,Accessories & Fashion,1819,2.19,0,9,0,0
2011-09-06,Accessories & Fashion,900,2.63,1,9,0,0
2011-09-07,Accessories & Fashion,1630,3.05,2,9,0,0
2011-09-08,Accessories & Fashion,986,2.62,3,9,0,0
2011-09-09,Accessories & Fashion,1787,2.84,4,9,0,0
2011-09-10,Accessories & Fashion,0,2.84,5,9,1,0
2011-09-11,Accessories & Fashion,1419,2.08,6,9,1,0
2011-09-12,Accessories & Fashion,911,2.31,0,9,0,0
2011-09-13,Accessories & Fashion,2794,2.43,1,9,0,0
2011-09-14,Accessories & Fashion,814,2.08,2,9,0,0
2011-09-15,Accessories & Fashion,1756,2.63,3,9,0,0
2011-09-16,Accessories & Fashion,1211,2.55,4,9,0,0
2011-09-17,Accessories & Fashion,0,2.55,5,9,1,0
2011-09-18,Accessories & Fashion,832,2.57,6,9,1,0
2011-09-19,Accessories & Fashion,2037,3.19,0,9,0,0
2011-09-20,Accessories & Fashion,3054,2.8,1,9,0,0
2011-09-21,Accessories & Fashion,1883,2.72,2,9,0,0
2011-09-22,Accessories & Fashion,2518,2.35,3,9,0,0
2011-09-23,Accessories & Fashion,1395,2.63,4,9,0,0
2011-09-24,Accessories & Fashion,0,2.63,5,9,1,0
2011-09-25,Accessories & Fashion,933,2.3,6,9,1,0
2011-09-26,Accessories & Fashion,822,2.5,0,9,0,0
2011-09-27,Accessories & Fashion,1281,2.74,1,9,0,0
2011-09-28,Accessories & Fashion,2353,2.41,2,9,0,0
2011-09-29,Accessories & Fashion,2584,2.23,3,9,0,0
2011-09-30,Accessories & Fashion,764,2.69,4,9,0,0
2011-10-01,Accessories & Fashion,0,2.69,5,10,1,0
2011-10-02,Accessories & Fashion,413,1.69,6,10,1,0
2011-10-03,Accessories & Fashion,1107,2.59,0,10,0,0
2011-10-04,Accessories & Fashion,1198,2.68,1,10,0,0
2011-10-05,Accessories & Fashion,2292,2.26,2,10,0,0
2011-10-06,Accessories & Fashion,5363,2.54,3,10,0,1
2011-10-07,Accessories & Fashion,2727,2.36,4,10,0,0
2011-10-08,Accessories & Fashion,0,2.36,5,10,1,0
2011-10-09,Accessories & Fashion,347,2.81,6,10,1,0
2011-10-10,Accessories & Fashion,1545,2.53,0,10,0,0
2011-10-11,Accessories & Fashion,1648,2.49,1,10,0,0
2011-10-12,Accessories & Fashion,818,2.92,2,10,0,0
2011-10-13,Accessories & Fashion,1094,2.15,3,10,0,0
2011-10-14,Accessories & Fashion,739,3.25,4,10,0,0
2011-10-15,Accessories & Fashion,0,3.25,5,10,1,0
2011-10-16,Accessories & Fashion,265,2.21,6,10,1,0
2011-10-17,Accessories & Fashion,2404,2.33,0,10,0,0
2011-10-18,Accessories & Fashion,1843,2.04,1,10,0,0
2011-10-19,Accessories & Fashion,922,2.62,2,10,0,0
2011-10-20,Accessories & Fashion,2013,2.12,3,10,0,0
2011-10-21,Accessories & Fashion,597,1.97,4,10,0,0
2011-10-22,Accessories & Fashion,0,1.97,5,10,1,0
2011-10-23,Accessories & Fashion,407,1.99,6,10,1,0
2011-10-24,Accessories & Fashion,2007,2.82,0,10,0,0
2011-10-25,Accessories & Fashion,1540,2.01,1,10,0,0
2011-10-26,Accessories & Fashion,851,2.94,2,10,0,0
2011-10-27,Accessories & Fashion,2718,2.01,3,10,0,0
2011-10-28,Accessories & Fashion,1565,2.38,4,10,0,0
2011-10-29,Accessories & Fashion,0,2.38,5,10,1,0
2011-10-30,Accessories & Fashion,1109,1.97,6,10,1,0
2011-10-31,Accessories & Fashion,1211,3.31,0,10,0,0
2011-11-01,Accessories & Fashion,1090,1.82,1,11,0,0
2011-11-02,Accessories & Fashion,1644,2.94,2,11,0,0
2011-11-03,Accessories & Fashion,1399,2.74,3,11,0,0
2011-11-04,Accessories & Fashion,1348,2.13,4,11,0,0
2011-11-05,Accessories & Fashion,0,2.13,5,11,1,0
2011-11-06,Accessories & Fashion,1498,1.76,6,11,1,0
2011-11-07,Accessories & Fashion,1458,2.47,0,11,0,0
2011-11-08,Accessories & Fashion,1620,2.58,1,11,0,0
2011-11-09,Accessories & Fashion,3474,2.5,2,11,0,1
2011-11-10,Accessories & Fashion,1692,2.34,3,11,0,0
2011-11-11,Accessories & Fashion,1834,2.48,4,11,0,0
2011-11-12,Accessories & Fashion,0,2.48,5,11,1,0
2011-11-13,Accessories & Fashion,1532,1.94,6,11,1,0
2011-11-14,Accessories & Fashion,3589,2.34,0,11,0,1
2011-11-15,Accessories & Fashion,1263,2.37,1,11,0,0
2011-11-16,Accessories & Fashion,1846,2.71,2,11,0,0
2011-11-17,Accessories & Fashion,1805,2.17,3,11,0,0
2011-11-18,Accessories & Fashion,1033,2.26,4,11,0,0
2011-11-19,Accessories & Fashion,0,2.26,5,11,1,0
2011-11-20,Accessories & Fashion,920,2.0,6,11,1,0
2011-11-21,Accessories & Fashion,1031,2.25,0,11,0,0
2011-11-22,Accessories & Fashion,1647,2.55,1,11,0,0
2011-11-23,Accessories & Fashion,2040,2.52,2,11,0,0
2011-11-24,Accessories & Fashion,2235,2.39,3,11,0,0
2011-11-25,Accessories & Fashion,1324,2.68,4,11,0,0
2011-11-26,Accessories & Fashion,0,2.68,5,11,1,0
2011-11-27,Accessories & Fashion,758,2.26,6,11,1,0
2011-11-28,Accessories & Fashion,1122,2.55,0,11,0,0
2011-11-29,Accessories & Fashion,1891,2.58,1,11,0,0
2011-11-30,Accessories & Fashion,1536,2.82,2,11,0,0
2011-12-01,Accessories & Fashion,1791,2.49,3,12,0,0
2011-12-02,Accessories & Fashion,2484,2.52,4,12,0,0
2011-12-03,Accessories & Fashion,0,2.52,5,12,1,0
2011-12-04,Accessories & Fashion,638,1.94,6,12,1,0
2011-12-05,Accessories & Fashion,1940,2.63,0,12,0,0
2011-12-06,Accessories & Fashion,1722,2.28,1,12,0,0
2011-12-07,Accessories & Fashion,1617,2.19,2,12,0,0
2011-12-08,Accessories & Fashion,1993,2.83,3,12,0,0
2011-12-09,Accessories & Fashion,987,3.36,4,12,0,0
2009-12-01,Garden & Outdoor,2376,3.61,1,12,0,0
2009-12-02,Garden & Outdoor,2977,3.6,2,12,0,0
2009-12-03,Garden & Outdoor,13255,3.78,3,12,0,1
2009-12-04,Garden & Outdoor,2155,3.56,4,12,0,0
2009-12-05,Garden & Outdoor,399,3.66,5,12,1,0
2009-12-06,Garden & Outdoor,1211,3.83,6,12,1,0
2009-12-07,Garden & Outdoor,1563,4.02,0,12,0,0
2009-12-08,Garden & Outdoor,1959,3.93,1,12,0,0
2009-12-09,Garden & Outdoor,1575,3.91,2,12,0,0
2009-12-10,Garden & Outdoor,2600,3.62,3,12,0,0
2009-12-11,Garden & Outdoor,3914,3.1,4,12,0,0
2009-12-12,Garden & Outdoor,0,3.1,5,12,1,0
2009-12-13,Garden & Outdoor,824,3.13,6,12,1,0
2009-12-14,Garden & Outdoor,2686,4.07,0,12,0,0
2009-12-15,Garden & Outdoor,3078,3.51,1,12,0,0
2009-12-16,Garden & Outdoor,2976,4.12,2,12,0,0
2009-12-17,Garden & Outdoor,1041,3.35,3,12,0,0
2009-12-18,Garden & Outdoor,1287,4.44,4,12,0,0
2009-12-19,Garden & Outdoor,0,4.44,5,12,1,0
2009-12-20,Garden & Outdoor,589,3.22,6,12,1,0
2009-12-21,Garden & Outdoor,866,3.27,0,12,0,0
2009-12-22,Garden & Outdoor,1822,5.39,1,12,0,0
2009-12-23,Garden & Outdoor,774,3.15,2,12,0,0
2009-12-24,Garden & Outdoor,0,3.15,3,12,0,0
2009-12-25,Garden & Outdoor,0,3.15,4,12,0,0
2009-12-26,Garden & Outdoor,0,3.15,5,12,1,0
2009-12-27,Garden & Outdoor,0,3.15,6,12,1,0
2009-12-28,Garden & Outdoor,0,3.15,0,12,0,0
2009-12-29,Garden & Outdoor,0,3.15,1,12,0,0
2009-12-30,Garden & Outdoor,0,3.15,2,12,0,0
2009-12-31,Garden & Outdoor,0,3.15,3,12,0,0
2010-01-01,Garden & Outdoor,0,3.15,4,1,0,0
2010-01-02,Garden & Outdoor,0,3.15,5,1,1,0
2010-01-03,Garden & Outdoor,0,3.15,6,1,1,0
2010-01-04,Garden & Outdoor,712,2.52,0,1,0,0
2010-01-05,Garden & Outdoor,913,3.3,1,1,0,0
2010-01-06,Garden & Outdoor,783,3.1,2,1,0,0
2010-01-07,Garden & Outdoor,6610,2.78,3,1,0,0
2010-01-08,Garden & Outdoor,2647,2.96,4,1,0,0
2010-01-09,Garden & Outdoor,0,2.96,5,1,1,0
2010-01-10,Garden & Outdoor,1912,3.01,6,1,1,0
2010-01-11,Garden & Outdoor,1279,3.86,0,1,0,0
2010-01-12,Garden & Outdoor,3752,3.14,1,1,0,0
2010-01-13,Garden & Outdoor,740,3.83,2,1,0,0
2010-01-14,Garden & Outdoor,1421,3.93,3,1,0,0
2010-01-15,Garden & Outdoor,512,3.63,4,1,0,0
2010-01-16,Garden & Outdoor,0,3.63,5,1,1,0
2010-01-17,Garden & Outdoor,823,3.1,6,1,1,0
2010-01-18,Garden & Outdoor,686,3.72,0,1,0,0
2010-01-19,Garden & Outdoor,1356,3.2,1,1,0,0
2010-01-20,Garden & Outdoor,265,3.61,2,1,0,0
2010-01-21,Garden & Outdoor,905,2.98,3,1,0,0
2010-01-22,Garden & Outdoor,1898,2.81,4,1,0,0
2010-01-23,Garden & Outdoor,0,2.81,5,1,1,0
2010-01-24,Garden & Outdoor,502,3.34,6,1,1,0
2010-01-25,Garden & Outdoor,773,3.61,0,1,0,0
2010-01-26,Garden & Outdoor,4111,2.75,1,1,0,0
2010-01-27,Garden & Outdoor,2625,3.0,2,1,0,0
2010-01-28,Garden & Outdoor,845,3.13,3,1,0,0
2010-01-29,Garden & Outdoor,734,3.26,4,1,0,0
2010-01-30,Garden & Outdoor,0,3.26,5,1,1,0
2010-01-31,Garden & Outdoor,1244,2.48,6,1,1,0
2010-02-01,Garden & Outdoor,813,3.04,0,2,0,0
2010-02-02,Garden & Outdoor,731,2.8,1,2,0,0
2010-02-03,Garden & Outdoor,1189,3.53,2,2,0,0
2010-02-04,Garden & Outdoor,1154,2.53,3,2,0,0
2010-02-05,Garden & Outdoor,1723,3.27,4,2,0,0
2010-02-06,Garden & Outdoor,0,3.27,5,2,1,0
2010-02-07,Garden & Outdoor,1125,2.67,6,2,1,0
2010-02-08,Garden & Outdoor,839,2.88,0,2,0,0
2010-02-09,Garden & Outdoor,1197,2.85,1,2,0,0
2010-02-10,Garden & Outdoor,707,3.6,2,2,0,0
2010-02-11,Garden & Outdoor,1169,3.09,3,2,0,0
2010-02-12,Garden & Outdoor,664,3.95,4,2,0,0
2010-02-13,Garden & Outdoor,0,3.95,5,2,1,0
2010-02-14,Garden & Outdoor,1248,2.59,6,2,1,0
2010-02-15,Garden & Outdoor,13983,2.92,0,2,0,1
2010-02-16,Garden & Outdoor,1545,3.73,1,2,0,0
2010-02-17,Garden & Outdoor,1642,2.95,2,2,0,0
2010-02-18,Garden & Outdoor,3148,2.93,3,2,0,0
2010-02-19,Garden & Outdoor,1610,4.07,4,2,0,0
2010-02-20,Garden & Outdoor,0,4.07,5,2,1,0
2010-02-21,Garden & Outdoor,627,3.42,6,2,1,0
2010-02-22,Garden & Outdoor,1802,2.62,0,2,0,0
2010-02-23,Garden & Outdoor,1170,2.97,1,2,0,0
2010-02-24,Garden & Outdoor,1939,3.62,2,2,0,0
2010-02-25,Garden & Outdoor,3494,2.99,3,2,0,0
2010-02-26,Garden & Outdoor,722,4.32,4,2,0,0
2010-02-27,Garden & Outdoor,0,4.32,5,2,1,0
2010-02-28,Garden & Outdoor,537,3.21,6,2,1,0
2010-03-01,Garden & Outdoor,1051,3.42,0,3,0,0
2010-03-02,Garden & Outdoor,1115,3.51,1,3,0,0
2010-03-03,Garden & Outdoor,1861,3.68,2,3,0,0
2010-03-04,Garden & Outdoor,1871,3.31,3,3,0,0
2010-03-05,Garden & Outdoor,1672,3.84,4,3,0,0
2010-03-06,Garden & Outdoor,0,3.84,5,3,1,0
2010-03-07,Garden & Outdoor,1230,3.35,6,3,1,0
2010-03-08,Garden & Outdoor,1821,4.11,0,3,0,0
2010-03-09,Garden & Outdoor,1447,3.92,1,3,0,0
2010-03-10,Garden & Outdoor,1436,3.79,2,3,0,0
2010-03-11,Garden & Outdoor,955,3.98,3,3,0,0
2010-03-12,Garden & Outdoor,1287,3.74,4,3,0,0
2010-03-13,Garden & Outdoor,0,3.74,5,3,1,0
2010-03-14,Garden & Outdoor,499,3.77,6,3,1,0
2010-03-15,Garden & Outdoor,1773,4.05,0,3,0,0
2010-03-16,Garden & Outdoor,1572,3.37,1,3,0,0
2010-03-17,Garden & Outdoor,2658,3.08,2,3,0,0
2010-03-18,Garden & Outdoor,2839,3.14,3,3,0,0
2010-03-19,Garden & Outdoor,884,3.73,4,3,0,0
2010-03-20,Garden & Outdoor,0,3.73,5,3,1,0
2010-03-21,Garden & Outdoor,1108,2.7,6,3,1,0
2010-03-22,Garden & Outdoor,1381,3.72,0,3,0,0
2010-03-23,Garden & Outdoor,21838,3.93,1,3,0,1
2010-03-24,Garden & Outdoor,2026,3.61,2,3,0,0
2010-03-25,Garden & Outdoor,1727,3.39,3,3,0,0
2010-03-26,Garden & Outdoor,2994,3.26,4,3,0,0
2010-03-27,Garden & Outdoor,0,3.26,5,3,1,0
2010-03-28,Garden & Outdoor,1804,2.8,6,3,1,0
2010-03-29,Garden & Outdoor,3169,3.66,0,3,0,0
2010-03-30,Garden & Outdoor,2251,3.2,1,3,0,0
2010-03-31,Garden & Outdoor,1531,3.92,2,3,0,0
2010-04-01,Garden & Outdoor,2954,3.43,3,4,0,0
2010-04-02,Garden & Outdoor,0,3.43,4,4,0,0
2010-04-03,Garden & Outdoor,0,3.43,5,4,1,0
2010-04-04,Garden & Outdoor,0,3.43,6,4,1,0
2010-04-05,Garden & Outdoor,0,3.43,0,4,0,0
2010-04-06,Garden & Outdoor,1487,3.81,1,4,0,0
2010-04-07,Garden & Outdoor,2163,3.81,2,4,0,0
2010-04-08,Garden & Outdoor,4644,3.15,3,4,0,0
2010-04-09,Garden & Outdoor,972,3.11,4,4,0,0
2010-04-10,Garden & Outdoor,0,3.11,5,4,1,0
2010-04-11,Garden & Outdoor,1552,3.42,6,4,1,0
2010-04-12,Garden & Outdoor,1996,3.38,0,4,0,0
2010-04-13,Garden & Outdoor,1760,3.47,1,4,0,0
2010-04-14,Garden & Outdoor,2339,3.51,2,4,0,0
2010-04-15,Garden & Outdoor,1327,3.42,3,4,0,0
2010-04-16,Garden & Outdoor,2220,4.03,4,4,0,0
2010-04-17,Garden & Outdoor,0,4.03,5,4,1,0
2010-04-18,Garden & Outdoor,1381,3.46,6,4,1,0
2010-04-19,Garden & Outdoor,2422,4.5,0,4,0,0
2010-04-20,Garden & Outdoor,1436,4.19,1,4,0,0
2010-04-21,Garden & Outdoor,1663,3.1,2,4,0,0
2010-04-22,Garden & Outdoor,2440,3.76,3,4,0,0
2010-04-23,Garden & Outdoor,1219,3.97,4,4,0,0
2010-04-24,Garden & Outdoor,0,3.97,5,4,1,0
2010-04-25,Garden & Outdoor,1491,3.51,6,4,1,0
2010-04-26,Garden & Outdoor,2336,3.9,0,4,0,0
2010-04-27,Garden & Outdoor,3241,3.36,1,4,0,0
2010-04-28,Garden & Outdoor,2790,3.53,2,4,0,0
